GeneID	EnsemblGeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
60558	ENSG00000151806	GUF1	GUF1 GTPase homolog (S. cerevisiae)	"EF-4, Q8N442"	29	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
2987	ENSG00000143774	GUK1	guanylate kinase 1	"GMK, Q16774"	10	1%	"APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach"
3033	ENSG00000138796	HADH	hydroxyacyl-CoA dehydrogenase	"HAD, HADH1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD, Q16836"	28	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
3030	ENSG00000084754	HADHA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"	"ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA, P40939"	33	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
3032	ENSG00000138029	HADHB	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"	"ECHB, MTPB, TP-BETA, P55084"	11	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
3029	ENSG00000063854	HAGH	hydroxyacylglutathione hydrolase	"GLO2, GLX2, GLXII, HAGH1, Q16775"	21	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51179	ENSG00000116882	HAO2	hydroxyacid oxidase 2 (long chain)	"GIG16, HAOX2, Q9NYQ3"	14	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"kidney, largeintestine, testis"
23438	ENSG00000112855	HARS2	"histidyl-tRNA synthetase 2, mitochondrial"	"HARSL, HARSR, HO3, PRLTS2, P49590"	16	0%	"literature, APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	"cerebellum, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3052	ENSG00000004961	HCCS	holocytochrome c synthase	"CCHL, MCOPS7, MLS, P53701"	24	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	"cerebrum, spinalcord, heart, adipose, smallintestine, largeintestine, placenta, testis"
81932	ENSG00000119431	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3	"2810435D12Rik, C9orf158, Q9BSH5"	0	32%	"APEX_matrix, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
50865	ENSG00000013583	HEBP1	heme binding protein 1	"HBP, HEBP, Q9NRV9"	7	2%	"APEX_IMS, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, liver, adipose, placenta"
51409	ENSG00000114735	HEMK1	HemK methyltransferase family member 1	"HEMK, MTQ1, Q9Y5R4"	11	0%	"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+"	none
11112	ENSG00000106049	HIBADH	3-hydroxyisobutyrate dehydrogenase	"NS5ATP1, P31937"	24	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression+, MS/MS++"	all 14
26275	ENSG00000198130	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	"HIBYLCOAH, Q6NVY1"	29	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	all 14
25994	ENSG00000181061	HIGD1A	"HIG1 hypoxia inducible domain family, member 1A"	"HIG1, RCF1a, Q9Y241"	14	0%	"literature, APEX_IMS, mito protein domain+, induction, MS/MS++"	all 14
192286	ENSG00000146066	HIGD2A	"HIG1 hypoxia inducible domain family, member 2A"	"RCF1b, Q9BW72"	34	0%	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
3094	ENSG00000169567	HINT1	histidine triad nucleotide binding protein 1	"HINT, NMAN, PKCI-1, PRKCNH1, P49773"	5	5%	"Rickettsial homolog, mito protein domain, coexpression"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, smallintestine, placenta, testis"
84681	ENSG00000137133	HINT2	histidine triad nucleotide binding protein 2	"HIT-17, Q9BX68"	20	0%	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
135114	ENSG00000111911	HINT3	histidine triad nucleotide binding protein 3	"HINT4, Q9NQE9"	9	1%	"Rickettsial homolog, mito protein domain, induction, coexpression+"	"brainstem, heart, skeletalmuscle"
3098	ENSG00000156515	HK1	hexokinase 1	"HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, P19367"	6	3%	"literature, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3099	ENSG00000159399	HK2	hexokinase 2	"HKII, HXK2, P52789"	10	0%	"literature, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3145	ENSG00000256269	HMBS	hydroxymethylbilane synthase	"PBG-D, PBGD, PORC, UPS, P08397"	7	2%	"targetP signal, Rickettsial homolog, induction, coexpression"	none
3155	ENSG00000117305	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	"HL, P35914"	14	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	all 14
3158	ENSG00000134240	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)	P54868	10	0%	"literature, targetP signal, mito protein domain, MS/MS++"	"cerebellum, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
112817	ENSG00000241935	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	"C10orf65, DHDPS2, DHDPSL, HP3, NPL2, Q86XE5"	13	0%	"GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"kidney, liver, adipose, largeintestine, placenta, testis"
10247	ENSG00000132541	HRSP12	heat-responsive protein 12	"P14.5, PSP, UK114, P52758"	17	0%	"APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
150274	ENSG00000100209	HSCB	HscB mitochondrial iron-sulfur cluster co-chaperone	"DNAJC20, HSC20, JAC1, dJ366L4.2, Q8IWL3"	19	0%	"APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
3028	ENSG00000072506	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	"17b-HSD10, ABAD, CAMR, DUPXp11.22, ERAB, HADH2, HCD2, MHBD, MRPP2, MRX17, MRX31, MRXS10, SCHAD, SDR5C1, Q99714"	17	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
3295	ENSG00000133835	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	"DBP, MFE-2, MPF-2, PRLTS1, SDR8C1, P51659"	15	0%	"Rickettsial homolog, mito protein domain+, induction, coexpression"	"kidney, liver, adipose, largeintestine, stomach, testis"
7923	ENSG00000112474	HSD17B8	hydroxysteroid (17-beta) dehydrogenase 8	"D6S2245E, FABG, FABGL, H2-KE6, HKE6, KE6, RING2, SDR30C1, dJ1033B10.9, Q92506"	20	0%	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
83693	ENSG00000103160	HSDL1	hydroxysteroid dehydrogenase like 1	"SDR12C3, Q3SXM5"	7	2%	"GFP, Rickettsial homolog, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"
84263	ENSG00000119471	HSDL2	hydroxysteroid dehydrogenase like 2	"C9orf99, SDR13C1, Q6YN16"	27	0%	"APEX_matrix, GFP, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS++"	all 14
3313	ENSG00000113013	HSPA9	heat shock 70kDa protein 9 (mortalin)	"CSA, GRP-75, GRP75, HEL-S-124m, HSPA9B, MOT, MOT2, MTHSP75, PBP74, P38646"	29	0%	"APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
27129	ENSG00000173641	HSPB7	"heat shock 27kDa protein family, member 7 (cardiovascular)"	"cvHSP, Q9UBY9"	6	3%	"targetP signal+, mito protein domain, induction"	none
3329	ENSG00000144381	HSPD1	heat shock 60kDa protein 1 (chaperonin)	"CPN60, GROEL, HLD4, HSP-60, HSP60, HSP65, HuCHA60, SPG13, P10809"	25	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
3336	ENSG00000115541	HSPE1	heat shock 10kDa protein 1	"CPN10, EPF, GROES, HSP10, P61604"	17	0%	"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
10553	ENSG00000109854	HTATIP2	"HIV-1 Tat interactive protein 2, 30kDa"	"CC3, SDR44U1, TIP30, Q9BUP3"	9	1%	"yeast mito homolog, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, liver, adipose, placenta, testis"
27429	ENSG00000115317	HTRA2	HtrA serine peptidase 2	"OMI, PARK13, PRSS25, O43464"	10	0%	"literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
55699	ENSG00000067704	IARS2	"isoleucyl-tRNA synthetase 2, mitochondrial"	"ILERS, Q9NSE4"	34	0%	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
200205	ENSG00000181873	IBA57	"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)"	"C1orf69, MMDS3, Q5T440"	26	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3396	ENSG00000167862	ICT1	immature colon carcinoma transcript 1	"DS-1, DS1, MRP-L58, Q14197"	17	0%	"APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS"	all 14
3416	ENSG00000119912	IDE	insulin-degrading enzyme	"INSULYSIN, P14735"	17	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3417	ENSG00000138413	IDH1	"isocitrate dehydrogenase 1 (NADP+), soluble"	"HEL-216, HEL-S-26, IDCD, IDH, IDP, IDPC, PICD, O75874"	9	1%	"yeast mito homolog++, Rickettsial homolog, mito protein domain"	"brainstem, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3418	ENSG00000182054	IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	"D2HGA2, ICD-M, IDH, IDHM, IDP, IDPM, mNADP-IDH, P48735"	21	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
3419	ENSG00000166411	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	P50213	34	0%	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
3420	ENSG00000101365	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	"H-IDHB, RP46, O43837"	32	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
3421	ENSG00000067829	IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma	"H-IDHG, P51553"	28	0%	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
3422	ENSG00000067064	IDI1	isopentenyl-diphosphate delta isomerase 1	"IPP1, IPPI1, Q13907"	6	3%	"targetP signal, mito protein domain, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3429	ENSG00000165949	IFI27	"interferon, alpha-inducible protein 27"	"FAM14D, ISG12, ISG12A, P27, P40305"	2	15%	"literature, induction, coexpression"	none
196294	ENSG00000148950	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	"IMP1, IMP1-LIKE, Q96LU5"	13	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	testis
83943	ENSG00000184903	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	"IMMP2L-IT1, IMP2, IMP2-LIKE, Q96T52"	13	0%	"literature, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	"cerebellum, brainstem, liver, skeletalmuscle, adipose, largeintestine, testis"
10989	ENSG00000132305	IMMT	"inner membrane protein, mitochondrial"	"HMP, MINOS2, P87, P87/89, P89, PIG52, Q16891"	30	0%	"literature, targetP signal, yeast mito homolog, mito protein domain+, coexpression++, MS/MS++"	all 14
81689	ENSG00000135070	ISCA1	iron-sulfur cluster assembly 1	"HBLD2, ISA1, RP11-507D14.2, hIscA, Q9BUE6"	35	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
122961	ENSG00000165898	ISCA2	iron-sulfur cluster assembly 2	"HBLD1, ISA2, c14_5557, Q86U28"	41	0%	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS++"	all 14
23479	ENSG00000136003	ISCU	iron-sulfur cluster assembly enzyme	"2310020H20Rik, HML, ISU2, NIFU, NIFUN, hnifU, Q9H1K1"	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
79763	ENSG00000063241	ISOC2	isochorismatase domain containing 2	Q96AB3	6	3%	"APEX_matrix, targetP signal, MS/MS++"	all 14
3712	ENSG00000128928	IVD	isovaleryl-CoA dehydrogenase	"ACAD2, P26440"	22	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS++"	all 14
3735	ENSG00000065427	KARS	lysyl-tRNA synthetase	"CMTRIB, DFNB89, KARS1, KARS2, KRS, Q15046"	7	2%	"literature, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
9703	ENSG00000007202	KIAA0100	KIAA0100	"BCOX, BCOX1, CT101, Q14667"	9	1%	"mito protein domain+, induction, coexpression"	"cerebrum, placenta"
9812	ENSG00000081791	KIAA0141	KIAA0141	"DELE, Q14154"	12	0%	"targetP signal+, mito protein domain, induction, coexpression"	none
9692	ENSG00000100890	KIAA0391	KIAA0391	"MRPP3, PRORP, O15091"	-3	63%	APEX_matrix	"spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
23095	ENSG00000054523	KIF1B	kinesin family member 1B	"CMT2, CMT2A, CMT2A1, HMSNII, KLP, NBLST1, O60333"	1	21%	"literature, mito protein domain, coexpression"	"cerebellum, brainstem, spinalcord, largeintestine, placenta"
8564	ENSG00000117009	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	"dJ317G22.1, O15229"	11	0%	"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++"	"kidney, liver"
3852	ENSG00000186081	KRT5	keratin 5	"CK5, DDD, DDD1, EBS2, K5, KRT5A, P13647"	2	16%	"GFP, targetP signal, MS/MS+"	all 14
79944	ENSG00000087299	L2HGDH	L-2-hydroxyglutarate dehydrogenase	"C14orf160, Q9H9P8"	22	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	"cerebrum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis"
246269	ENSG00000135537	LACE1	lactation elevated 1	"AFG1, Q8WV93"	22	0%	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, coexpression, MS/MS+"	"cerebrum, cerebellum, spinalcord, heart, adipose, smallintestine, largeintestine, stomach, placenta"
114294	ENSG00000103642	LACTB	"lactamase, beta"	"G24, MRPL56, P83111"	20	0%	"literature, APEX_IMS, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
51110	ENSG00000147592	LACTB2	"lactamase, beta 2"	Q53H82	15	0%	"targetP signal, yeast mito homolog+, mito protein domain, induction, MS/MS+"	"kidney, liver, largeintestine, stomach"
3915	ENSG00000135862	LAMC1	"laminin, gamma 1 (formerly LAMB2)"	"LAMB2, P11047"	-6	76%	APEX_IMS	"adipose, stomach, placenta"
51056	ENSG00000002549	LAP3	leucine aminopeptidase 3	"HEL-S-106, LAP, LAPEP, PEPS, P28838"	15	0%	"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression, MS/MS++"	all 14
23395	ENSG00000011376	LARS2	"leucyl-tRNA synthetase 2, mitochondrial"	"LEURS, PRLTS4, Q15031"	32	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
92483	ENSG00000171989	LDHAL6B	lactate dehydrogenase A-like 6B	"LDH6B, LDHAL6, LDHL, Q9BYZ2"	6	3%	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
3945	ENSG00000111716	LDHB	lactate dehydrogenase B	"HEL-S-281, LDH-B, LDH-H, LDHBD, TRG-5, P07195"	5	5%	"Rickettsial homolog, mito protein domain, induction"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
197257	ENSG00000166816	LDHD	lactate dehydrogenase D	"DLD, Q86WU2"	13	0%	"literature, yeast mito homolog+, mito protein domain, MS/MS++"	"kidney, liver, heart, adipose, stomach, placenta, testis"
3954	ENSG00000168924	LETM1	leucine zipper-EF-hand containing transmembrane protein 1	O95202	32	0%	"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++"	all 14
137994	ENSG00000165046	LETM2	leucine zipper-EF-hand containing transmembrane protein 2	Q2VYF4	11	0%	"targetP signal, yeast mito homolog+, mito protein domain+"	none
25875	ENSG00000050426	LETMD1	LETM1 domain containing 1	"1110019O13Rik, HCCR-1, HCCR-2, HCCR1, HCRR-2, Q6P1Q0"	33	0%	"GFP, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"
11019	ENSG00000121897	LIAS	lipoic acid synthetase	"LAS, LIP1, LS, PDHLD, O43766"	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS"	"brainstem, skeletalmuscle, adipose, largeintestine, placenta"
51601	ENSG00000144182	LIPT1	lipoyltransferase 1	Q9Y234	10	0%	"GFP, yeast mito homolog++, mito protein domain, coexpression"	"adipose, placenta"
387787	ENSG00000175536	LIPT2	lipoyl(octanoyl) transferase 2 (putative)	A6NK58	20	0%	"targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis"
9361	ENSG00000196365	LONP1	"lon peptidase 1, mitochondrial"	"LON, LONP, LonHS, PIM1, PRSS15, hLON, P36776"	31	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
83752	ENSG00000102910	LONP2	"lon peptidase 2, peroxisomal"	"LONP, LONPL, Q86WA8"	13	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression"	"kidney, liver, adipose"
10128	ENSG00000138095	LRPPRC	leucine-rich pentatricopeptide repeat containing	"CLONE-23970, GP130, LRP130, LSFC, P42704"	37	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++"	all 14
